b_int,s_int,rule,known_name,known_class,activity,complexity,mean_H,std_H,opacity_up,opacity_down,tcomp,gzip,w_H,w_OP,w_T,w_G,rank
103,111,B01256/S012356,,,active,0.84182772,0.96913,0.00989,0.12627,0.96816,0.56496,0.16038,1.79437,0.98994,0.98248,0.48237,1
164,405,B257/S02478,,,active,0.8317063,0.96637,0.01009,0.17054,0.96678,0.56842,0.16061,1.8398,0.95246,0.98959,0.47962,2
36,230,B25/S12567,,,active,0.82255103,0.97104,0.00972,0.11691,0.9704,0.58331,0.16042,1.75492,0.97367,0.99914,0.4818,3
99,270,B0156/S1238,,,active,0.80716582,0.96809,0.00963,0.13724,0.9677,0.69676,0.15981,1.80233,0.99857,0.91731,0.48892,4
455,120,B012678/S3456,,,active,0.79957511,0.97658,0.01198,0.10368,0.96289,0.73866,0.15666,1.64912,0.92676,0.99416,0.52624,5
309,361,B02458/S03568,,,active,0.76757716,0.96824,0.0092,0.13828,0.96838,0.54394,0.1609,1.78505,0.99933,0.90339,0.47631,6
8,116,B3/S2456,,,active,0.74499431,0.96134,0.01565,0.0849,0.95236,0.75793,0.15568,1.82333,0.80733,0.94086,0.53791,7
52,350,B245/S123468,,,active,0.73940018,0.97279,0.01064,0.10383,0.971,0.55024,0.16005,1.74035,0.93649,0.93317,0.48616,8
468,229,B24678/S02567,,,chaotic,0.73862252,0.97207,0.01087,0.1513,0.96311,0.5355,0.15907,1.76045,0.98425,0.85665,0.49761,9
347,187,B013468/S013457,,,active,0.72377307,0.9379,0.01527,0.17774,0.93792,0.58088,0.15892,1.91193,0.75803,0.99994,0.49943,10
400,189,B478/S023457,,,active,0.70900407,0.97113,0.01054,0.08211,0.97063,0.75981,0.15832,1.77412,0.84568,0.93295,0.50653,11
301,229,B02358/S02567,,,active,0.68849868,0.97678,0.01065,0.09294,0.97478,0.56964,0.16078,1.6313,0.89109,0.99165,0.47763,12
172,349,B2357/S023468,,,active,0.68176009,0.97332,0.01032,0.09747,0.97363,0.54738,0.16124,1.72148,0.91111,0.92023,0.47235,13
179,117,B01457/S02456,,,active,0.67751583,0.93521,0.01629,0.14478,0.92833,0.58508,0.15742,1.86012,0.70575,0.99798,0.51713,14
91,349,B01346/S023468,,,chaotic,0.66773512,0.96869,0.01085,0.1704,0.96766,0.52665,0.16061,1.82314,0.95379,0.80064,0.47962,15
226,301,B1567/S02358,,,active,0.65864188,0.97027,0.0099,0.12626,0.96995,0.67279,0.16025,1.77471,0.9906,0.7744,0.48379,16
414,182,B123478/S12457,,,active,0.65338875,0.97222,0.00937,0.08513,0.97165,0.5489,0.16086,1.71938,0.85976,0.92723,0.47669,17
134,105,B127/S0356,,,active,0.6369534,0.97514,0.01085,0.06913,0.97188,0.5716,0.15978,1.68383,0.77737,0.9945,0.4893,18
483,219,B015678/S013467,,,active,0.63627525,0.96547,0.01682,0.21305,0.95916,0.58659,0.15923,1.72144,0.74805,0.99661,0.49579,19
181,115,B02457/S01456,,,active,0.62037427,0.93447,0.01718,0.16607,0.92832,0.5607,0.15736,1.8059,0.68288,0.97132,0.51791,20
57,106,B0345/S1356,,,chaotic,0.61350922,0.96593,0.00942,0.18646,0.96576,0.5242,0.16062,1.82421,0.89448,0.78409,0.47952,21
14,493,B123/S0235678,,,active,0.61155122,0.97575,0.00949,0.06748,0.97007,0.75485,0.15797,1.6348,0.76875,0.9529,0.51067,22
339,101,B01468/S0256,,,chaotic,0.60695662,0.96711,0.01022,0.18074,0.96701,0.51956,0.16064,1.83343,0.91871,0.75175,0.47934,23
230,315,B12567/S013458,,,chaotic,0.58999133,0.97322,0.01094,0.09292,0.96783,0.52451,0.16027,1.73523,0.89427,0.7862,0.4836,24
263,170,B0128/S1357,,,active,0.58628302,0.97912,0.0111,0.07052,0.97019,0.56331,0.15965,1.55406,0.78554,0.97846,0.49083,25
17,180,B04/S2457,,,active,0.56461866,0.94115,0.01456,0.18859,0.93502,0.67861,0.15766,1.93939,0.69573,0.81359,0.51433,26
89,183,B0346/S012457,,,active,0.55063526,0.96506,0.01047,0.2317,0.96501,0.55115,0.16039,1.86501,0.65347,0.93703,0.48218,27
324,212,B268/S2467,,,active,0.53822459,0.93321,0.01362,0.06913,0.93357,0.61478,0.15869,1.97477,0.59661,0.90983,0.50211,28
303,190,B012358/S123457,,,active,0.52495962,0.96398,0.01371,0.23557,0.9442,0.77794,0.15011,1.87235,0.55443,0.83566,0.60515,29
217,360,B03467/S3568,,,chaotic,0.52028534,0.93211,0.01621,0.11321,0.93229,0.52122,0.15861,1.86624,0.72592,0.7634,0.50307,30
313,116,B03458/S2456,,,active,0.51493653,0.93339,0.01504,0.106,0.93192,0.64136,0.15818,1.92552,0.70621,0.74519,0.50816,31
217,182,B03467/S12457,,,chaotic,0.51462681,0.9411,0.01364,0.19232,0.94144,0.51342,0.15895,1.96817,0.7408,0.70728,0.49904,32
113,107,B0456/S01356,,,chaotic,0.50640117,0.96716,0.01313,0.20188,0.96327,0.51048,0.15981,1.84629,0.81833,0.68553,0.48892,33
316,115,B23458/S01456,,,active,0.50323189,0.93079,0.01964,0.16271,0.92979,0.6264,0.15737,1.63055,0.70533,0.84519,0.51771,34
282,476,B1348/S234678,,,active,0.50065678,0.966,0.01285,0.22424,0.96352,0.67416,0.15952,1.86555,0.69542,0.78381,0.49235,35
267,76,B0138/S236,,,active,0.49882646,0.9797,0.01178,0.0611,0.97853,0.55155,0.16064,1.53552,0.72195,0.93874,0.47934,36
228,319,B2567/S0123458,,,active,0.49811196,0.96489,0.01373,0.24156,0.95898,0.5478,0.15907,1.86231,0.58275,0.9222,0.4977,37
24,24,B34/S34,34Life,C3,chaotic,0.47249309,0.97915,0.01121,0.06109,0.9665,0.53082,0.15864,1.55392,0.7307,0.82781,0.50269,38
4,365,B2/S023568,,,active,0.47148973,0.96043,0.00876,0.24716,0.95855,0.76283,0.1584,1.84936,0.54859,0.91923,0.50557,39
172,117,B2357/S02456,,,active,0.46769017,0.93703,0.01716,0.22505,0.93394,0.60808,0.15777,1.8057,0.53699,0.94025,0.51298,40
51,363,B0145/S013568,,,active,0.45672835,0.97892,0.00895,0.05025,0.97931,0.55999,0.16105,1.51158,0.657,0.96919,0.47452,41
132,118,B27/S12456,,,active,0.44398705,0.97622,0.00814,0.05033,0.97386,0.77891,0.1579,1.56896,0.66699,0.82956,0.51144,42
36,424,B25/S3578,,,active,0.44026025,0.93049,0.01405,0.05045,0.93082,0.5435,0.15845,1.96392,0.49262,0.90114,0.50499,43
100,199,B256/S01267,,,chaotic,0.43948315,0.96232,0.00986,0.23956,0.96219,0.52607,0.15985,1.87624,0.6018,0.79672,0.48854,44
43,112,B0135/S456,,,active,0.43627306,0.94147,0.01474,0.23459,0.93808,0.78281,0.15563,1.93202,0.52143,0.8042,0.5385,45
303,414,B012358/S123478,,,chaotic,0.43149076,0.97873,0.0114,0.06332,0.97186,0.51925,0.15957,1.57191,0.74474,0.74949,0.49178,46
185,432,B03457/S4578,,,chaotic,0.43085022,0.9329,0.01297,0.07989,0.93309,0.50986,0.15881,1.98779,0.63566,0.68092,0.50077,47
263,100,B0128/S256,,,chaotic,0.42604965,0.978,0.01216,0.07414,0.96669,0.50858,0.15942,1.60074,0.80325,0.67131,0.49359,48
391,148,B01278/S247,,,chaotic,0.41022103,0.97657,0.01433,0.15585,0.96626,0.48913,0.15959,1.61535,0.98476,0.52459,0.49159,49
113,394,B0456/S1378,,,active,0.40613486,0.91957,0.01981,0.08357,0.91658,0.58425,0.1571,1.61985,0.48191,0.99859,0.521,50
184,180,B3457/S2457,,,chaotic,0.37855206,0.94053,0.01459,0.20051,0.94004,0.494,0.15887,1.93889,0.69587,0.56114,0.5,51
51,185,B0145/S03457,,,active,0.37614117,0.96317,0.01212,0.26759,0.9618,0.61299,0.15951,1.90182,0.43718,0.9185,0.49254,52
455,140,B012678/S237,,,chaotic,0.3732271,0.9818,0.01198,0.06061,0.97885,0.51908,0.16046,1.44226,0.71837,0.74828,0.48142,53
232,74,B3567/S136,,,chaotic,0.37311253,0.96843,0.01351,0.21925,0.96412,0.49543,0.15939,1.82064,0.72549,0.57195,0.49388,54
471,114,B0124678/S1456,,,chaotic,0.36390719,0.93862,0.01881,0.2202,0.92657,0.53038,0.15672,1.68855,0.49714,0.82501,0.52546,55
466,481,B14678/S05678,,,chaotic,0.36369519,0.93174,0.01903,0.14026,0.91773,0.51147,0.15542,1.67576,0.57898,0.69285,0.54103,56
268,398,B238/S12378,,,chaotic,0.34273325,0.98472,0.01127,0.05574,0.9674,0.51939,0.1582,1.28405,0.70024,0.75053,0.50787,57
4,301,B2/S02358,,,active,0.33802821,0.95808,0.0092,0.27194,0.9536,0.77291,0.15698,1.88294,0.39684,0.86603,0.52236,58
4,407,B2/S012478,,,active,0.32899784,0.96918,0.00974,0.14799,0.92356,0.83881,0.14085,1.78878,0.64761,0.39654,0.7162,59
185,187,B03457/S013457,,,chaotic,0.32714932,0.92262,0.02015,0.08208,0.92052,0.52033,0.15693,1.59415,0.5182,0.75716,0.52304,60
443,106,B0134578/S1356,,,chaotic,0.32649145,0.93484,0.01617,0.13084,0.9336,0.47988,0.15881,1.86747,0.76396,0.457,0.50077,61
412,127,B23478/S0123456,,,active,0.32606649,0.92632,0.02317,0.14526,0.91874,0.66741,0.15508,1.37581,0.59044,0.73633,0.54514,62
394,426,B1378/S13578,,,active,0.31887067,0.98018,0.00891,0.01864,0.98093,0.56821,0.16128,1.46123,0.4675,0.9892,0.47188,63
216,431,B3467/S0123578,,,chaotic,0.30925077,0.9714,0.00963,0.13711,0.97166,0.46759,0.16092,1.74525,0.99903,0.3726,0.47603,64
343,363,B012468/S013568,,,active,0.30199826,0.98004,0.00782,0.01867,0.98055,0.55463,0.16092,1.42411,0.46845,0.95096,0.47603,65
202,330,B1367/S1368,,,chaotic,0.30031055,0.97669,0.00969,0.05038,0.97721,0.49803,0.16098,1.61231,0.66231,0.5916,0.47537,66
459,189,B013678/S023457,,,active,0.29715915,0.94677,0.01206,0.26409,0.94658,0.64376,0.15915,1.98055,0.41495,0.7279,0.49675,67
327,77,B01268/S0236,,,active,0.29389251,0.98407,0.01072,0.0186,0.98137,0.57284,0.16051,1.31593,0.46641,0.99601,0.48076,68
145,215,B047/S012467,,,active,0.2890154,0.91864,0.0159,0.03174,0.91841,0.7665,0.15719,1.88705,0.32687,0.90117,0.51994,69
99,333,B0156/S02368,,,active,0.2837855,0.96201,0.01105,0.27114,0.96126,0.64311,0.15992,1.90566,0.4168,0.73262,0.48768,70
307,435,B01458/S014578,,,active,0.28153318,0.97993,0.00827,0.0186,0.98033,0.54084,0.16162,1.44756,0.46852,0.88712,0.46793,71
337,153,B0468/S0347,,,active,0.28141282,0.92385,0.01744,0.0743,0.91562,0.65106,0.15698,1.79176,0.44608,0.67404,0.52236,72
147,81,B0147/S046,,,chaotic,0.28032066,0.93492,0.01718,0.14174,0.92842,0.47536,0.1575,1.80552,0.7076,0.42509,0.51617,73
393,112,B0378/S456,,,active,0.27224513,0.91729,0.02158,0.05036,0.91279,0.56877,0.15621,1.48735,0.34774,0.99019,0.53158,74
305,41,B0458/S035,,,active,0.27041736,0.91646,0.0204,0.05039,0.9098,0.59316,0.15579,1.57545,0.32421,0.98655,0.53664,75
454,70,B12678/S126,,,chaotic,0.26658885,0.97347,0.01392,0.15189,0.96353,0.45882,0.15904,1.71219,0.98467,0.31752,0.49799,76
465,361,B04678/S03568,,,active,0.25744947,0.92347,0.02306,0.15174,0.90973,0.64592,0.15514,1.38297,0.48023,0.71211,0.54435,77
488,13,B35678/S023,,,chaotic,0.25742382,0.97583,0.00898,0.03735,0.97232,0.49328,0.16003,1.61493,0.58982,0.55568,0.48635,78
228,425,B2567/S03578,,,chaotic,0.25520142,0.97899,0.00896,0.01867,0.97877,0.51934,0.16077,1.50932,0.4717,0.75019,0.47782,79
409,188,B03478/S23457,,,active,0.25476672,0.94916,0.01112,0.29183,0.94767,0.69236,0.1584,1.96939,0.28583,0.89521,0.50557,80
341,116,B02468/S2456,,,active,0.25361879,0.94441,0.0151,0.28346,0.9418,0.62286,0.15869,1.91304,0.30478,0.86631,0.50211,81
470,125,B124678/S023456,,,active,0.2508685,0.92467,0.02343,0.17025,0.89856,0.54868,0.15227,1.3589,0.34423,0.92623,0.57901,82
162,150,B157/S1247,,,active,0.25046317,0.92572,0.01217,0.0,0.92411,0.74953,0.1568,1.99741,0.24631,0.97065,0.52449,83
322,492,B168/S235678,,,active,0.24563339,0.92396,0.01248,0.01866,0.9237,0.7957,0.15445,1.9962,0.31195,0.71372,0.55267,84
146,409,B147/S03478,,,active,0.24047478,0.97983,0.00749,0.0,0.97982,0.59815,0.16121,1.41782,0.36815,0.97458,0.47273,85
227,105,B01567/S0356,,,active,0.2334683,0.98419,0.00843,0.0,0.97087,0.57708,0.15921,1.25524,0.37525,0.99934,0.49598,86
8,438,B3/S124578,,,active,0.23224638,0.98426,0.00655,0.01864,0.98457,0.69304,0.16073,1.1774,0.45894,0.89879,0.4782,87
100,405,B256/S02478,,,active,0.2272286,0.97786,0.00705,0.0,0.97821,0.54006,0.16109,1.46629,0.37029,0.88285,0.47405,88
461,350,B023678/S123468,,,active,0.22571881,0.98098,0.00678,0.0,0.9808,0.60039,0.16099,1.3383,0.36666,0.96804,0.47518,89
402,399,B1478/S012378,,,active,0.22505556,0.98276,0.0087,0.0,0.98302,0.59585,0.16119,1.33772,0.3628,0.98057,0.47292,90
69,182,B026/S12457,,,active,0.22490768,0.98126,0.00703,0.0,0.9817,0.70724,0.16067,1.33897,0.36518,0.96035,0.47896,91
201,276,B0367/S248,,,active,0.22454172,0.95695,0.01132,0.30623,0.95708,0.56478,0.16021,1.94315,0.24293,0.98206,0.48436,92
206,108,B12367/S2356,,,active,0.22289199,0.98258,0.00744,0.0,0.98242,0.5759,0.16124,1.29838,0.36391,0.99869,0.47235,93
179,434,B01457/S14578,,,chaotic,0.22283877,0.96042,0.01126,0.29588,0.96012,0.53053,0.16035,1.92091,0.291,0.82595,0.48265,94
11,435,B013/S014578,,,active,0.22117124,0.98275,0.00793,0.0,0.983,0.5644,0.16108,1.31004,0.36283,0.98118,0.47424,95
21,399,B024/S012378,,,chaotic,0.2196549,0.98585,0.01077,0.03157,0.97637,0.50819,0.15951,1.21082,0.55105,0.66838,0.49254,96
38,458,B125/S13678,,,chaotic,0.21944923,0.98395,0.00918,0.037,0.98248,0.5025,0.16086,1.29064,0.57028,0.62547,0.47669,97
38,201,B125/S0367,,,chaotic,0.21898452,0.97511,0.00969,0.06902,0.97289,0.46456,0.16042,1.65901,0.776,0.35305,0.4818,98
106,116,B1356/S2456,,,active,0.21697964,0.94205,0.02075,0.28344,0.93349,0.57773,0.15763,1.54057,0.27379,0.9996,0.51462,99
484,135,B25678/S0127,,,chaotic,0.21548044,0.95935,0.01022,0.28304,0.95902,0.50764,0.16021,1.90873,0.35093,0.66429,0.48426,100
134,82,B127/S146,,,chaotic,0.21532756,0.96289,0.01614,0.28137,0.95523,0.51008,0.15875,1.78526,0.3524,0.68256,0.50144,101
421,333,B02578/S02368,,,active,0.21357482,0.98377,0.00785,0.0,0.98467,0.57804,0.16119,1.25663,0.35949,0.9997,0.47292,102
166,112,B1257/S456,,,active,0.21338068,0.98931,0.00667,0.03164,0.98325,0.60779,0.16063,0.88075,0.53675,0.94146,0.47943,103
146,61,B147/S02345,,,active,0.21177723,0.98445,0.00665,0.0,0.98187,0.72425,0.15916,1.17189,0.36488,0.99742,0.49655,104
407,112,B012478/S456,,,active,0.21089715,0.98116,0.00783,0.0,0.97969,0.62418,0.16026,1.37877,0.36832,0.85858,0.48369,105
216,12,B3467/S23,,,chaotic,0.20942131,0.97559,0.01231,0.13084,0.95578,0.44814,0.15825,1.67898,0.95632,0.25711,0.5073,106
266,418,B138/S1578,,,chaotic,0.20898388,0.93441,0.01556,0.1578,0.93216,0.45535,0.1588,1.9005,0.73915,0.29702,0.50086,107
59,109,B01345/S02356,,,chaotic,0.20898162,0.96066,0.01453,0.29913,0.9591,0.53004,0.15958,1.87632,0.2753,0.82282,0.49168,108
330,292,B1368/S258,,,chaotic,0.20828047,0.96264,0.01353,0.24682,0.96272,0.4723,0.15991,1.88965,0.55926,0.40405,0.48778,109
46,313,B1235/S03458,,,active,0.2075119,0.98476,0.00907,0.0,0.98205,0.55365,0.16027,1.24258,0.36457,0.94722,0.4836,110
292,262,B258/S128,,,active,0.2063621,0.91774,0.02034,0.01863,0.91517,0.5533,0.15667,1.58001,0.26245,0.94584,0.52614,111
491,108,B0135678/S2356,,,chaotic,0.20538252,0.93304,0.01797,0.17045,0.92533,0.46418,0.15703,1.75242,0.64053,0.35067,0.52178,112
263,86,B0128/S1246,,,active,0.20255662,0.98505,0.00764,0.0,0.92925,0.76044,0.14347,1.18019,0.26924,0.93016,0.68534,113
133,325,B027/S0268,,,chaotic,0.20203291,0.91747,0.0308,0.18497,0.9114,0.52388,0.15595,1.06257,0.45481,0.78186,0.5347,114
461,471,B023678/S0124678,,,active,0.20021606,0.92858,0.02719,0.19733,0.90869,0.64097,0.15258,1.16306,0.40011,0.74792,0.57526,115
155,181,B01347/S02457,,,active,0.19815822,0.98453,0.00684,0.0,0.98515,0.57944,0.16143,1.17592,0.35848,0.99998,0.47009,116
419,35,B01578/S015,,,chaotic,0.19712382,0.93023,0.02531,0.21244,0.91352,0.51275,0.1544,1.2481,0.40644,0.70237,0.55326,117
95,347,B012346/S013468,,,chaotic,0.19607772,0.96456,0.01318,0.25971,0.96225,0.47816,0.16001,1.87737,0.4826,0.44472,0.48664,118
293,153,B0258/S0347,,,active,0.19560409,0.98462,0.00633,0.0,0.98468,0.58753,0.16097,1.14953,0.35947,0.99558,0.47546,119
458,294,B13678/S1258,,,chaotic,0.19112409,0.97936,0.00829,0.01864,0.97948,0.49658,0.16092,1.47028,0.47031,0.58063,0.47603,120
83,313,B0146/S03458,,,active,0.18861541,0.99117,0.00645,0.03728,0.98774,0.60423,0.16051,0.7414,0.55402,0.95516,0.48076,121
421,151,B02578/S01247,,,active,0.18825967,0.985,0.00597,0.0,0.98546,0.5834,0.16118,1.11339,0.35779,0.9991,0.47301,122
135,83,B0127/S0146,,,chaotic,0.18817549,0.98273,0.01343,0.11087,0.94887,0.45445,0.15625,1.38492,0.87654,0.29187,0.5311,123
364,313,B23568/S03458,,,chaotic,0.18535496,0.96358,0.01371,0.25389,0.95721,0.47097,0.15937,1.87641,0.50597,0.39507,0.49417,124
427,446,B013578/S1234578,,,active,0.18448027,0.91407,0.01369,0.0,0.91451,0.62141,0.15666,1.97707,0.20274,0.87461,0.52624,125
484,268,B25678/S238,,,chaotic,0.18282511,0.98226,0.00626,0.0,0.98274,0.53399,0.1613,1.25865,0.36332,0.84758,0.47169,126
433,59,B04578/S01345,,,active,0.181857,0.99345,0.0058,0.06118,0.97893,0.54838,0.15928,0.55041,0.72139,0.92486,0.49522,127
335,430,B012368/S123578,,,active,0.1755227,0.99284,0.00543,0.05595,0.99128,0.56398,0.16107,0.58842,0.64161,0.98015,0.47433,128
369,210,B04568/S1467,,,chaotic,0.17490921,0.99249,0.0077,0.14996,0.98569,0.49528,0.16027,0.66897,0.94722,0.57079,0.4836,129
147,147,B0147/S0147,,,chaotic,0.17413973,0.94613,0.01408,0.30213,0.94489,0.52059,0.15912,1.949,0.23684,0.759,0.49703,130
95,462,B012346/S123678,,,active,0.17336303,0.93235,0.02941,0.2422,0.92342,0.52462,0.15674,1.09123,0.38435,0.78692,0.52527,131
75,139,B0136/S0137,,,chaotic,0.17265454,0.97768,0.01196,0.08595,0.97305,0.44832,0.16048,1.61227,0.8625,0.25805,0.48113,132
363,318,B013568/S123458,,,chaotic,0.17250031,0.96082,0.01811,0.29527,0.9536,0.51388,0.15809,1.67911,0.2839,0.71063,0.50922,133
326,480,B1268/S5678,,,chaotic,0.17037067,0.9651,0.01427,0.24518,0.94714,0.46347,0.15759,1.84439,0.51808,0.34614,0.5151,134
115,127,B01456/S0123456,,,active,0.16965847,0.92375,0.02889,0.20134,0.8966,0.62,0.14923,1.10655,0.28209,0.88248,0.61591,135
410,54,B13478/S1245,,,chaotic,0.16887773,0.99143,0.00589,0.05022,0.99133,0.53037,0.16101,0.70631,0.61019,0.82496,0.47499,136
133,460,B027/S23678,,,active,0.16659229,0.94959,0.01107,0.31449,0.94764,0.68608,0.15899,1.96765,0.19745,0.86008,0.49856,137
391,470,B01278/S124678,,,active,0.16544819,0.988,0.00724,0.0,0.98231,0.69493,0.15829,0.98701,0.3641,0.90839,0.50682,138
142,231,B1237/S012567,,,active,0.16284298,0.99295,0.00526,0.0373,0.98104,0.57861,0.15966,0.57626,0.57594,0.99985,0.49073,139
162,70,B157/S126,,,active,0.16122505,0.90722,0.01659,0.0,0.90615,0.71173,0.15557,1.84768,0.16608,0.97425,0.53928,140
34,444,B15/S234578,,,active,0.16112954,0.98165,0.00621,0.0,0.9789,0.80757,0.15515,1.28234,0.36942,0.62496,0.54426,141
180,429,B2457/S023578,,,chaotic,0.15951662,0.97404,0.00829,0.03731,0.97428,0.46379,0.16087,1.63463,0.58805,0.3482,0.47659,142
146,50,B147/S145,,,active,0.15702075,0.95523,0.01284,0.3269,0.95475,0.57029,0.15994,1.94963,0.16643,0.99266,0.48749,143
338,108,B1468/S2356,,,active,0.15558699,0.99023,0.00505,0.01864,0.99006,0.59679,0.16133,0.76386,0.44178,0.97823,0.47132,144
179,415,B01457/S0123478,,,chaotic,0.1554479,0.98486,0.0081,0.01862,0.98209,0.4965,0.1608,1.20732,0.46494,0.58002,0.47744,145
146,133,B147/S027,,,chaotic,0.15364023,0.91185,0.01713,0.0,0.91233,0.532,0.15672,1.81392,0.19298,0.83526,0.52546,146
135,48,B0127/S45,,,chaotic,0.15363271,0.97702,0.01323,0.12342,0.9561,0.43541,0.15802,1.6253,0.94897,0.19528,0.51009,147
122,179,B13456/S01457,,,chaotic,0.15340645,0.93209,0.01586,0.09457,0.93083,0.4451,0.15819,1.88603,0.66358,0.2413,0.50797,148
419,157,B01578/S02347,,,active,0.152796,0.98838,0.00638,0.0,0.98863,0.71097,0.16045,0.93229,0.35014,0.9721,0.48151,149
146,404,B147/S2478,,,active,0.1515433,0.95402,0.012,0.32903,0.95398,0.57214,0.15988,1.9601,0.15915,0.99518,0.48816,150
53,159,B0245/S012347,,,chaotic,0.15089372,0.99143,0.00881,0.074,0.9846,0.4891,0.16056,0.77755,0.77075,0.52435,0.48019,151
310,365,B12458/S023568,,,active,0.14831276,0.95516,0.0109,0.32993,0.95507,0.57774,0.16024,1.9462,0.15752,0.9996,0.48398,152
339,145,B01468/S047,,,chaotic,0.14831123,0.93374,0.01811,0.19206,0.92738,0.4506,0.1573,1.74226,0.60722,0.27033,0.51858,153
203,423,B01367/S012578,,,chaotic,0.14731626,0.98816,0.00707,0.03722,0.9872,0.49596,0.16109,0.97084,0.55583,0.57589,0.47405,154
24,226,B34/S1567,,,chaotic,0.14707496,0.90278,0.03012,0.18642,0.89492,0.53129,0.1534,1.07682,0.2908,0.83081,0.56533,155
445,213,B0234578/S02467,,,chaotic,0.14620122,0.92206,0.01376,0.01863,0.92092,0.48391,0.15759,1.97453,0.29571,0.4861,0.5151,156
356,363,B2568/S013568,,,active,0.14502335,0.98918,0.00639,0.0,0.98753,0.56427,0.1609,0.87969,0.35294,0.98086,0.47622,157
421,49,B02578/S045,,,chaotic,0.14439167,0.9587,0.01173,0.31261,0.95679,0.5123,0.15972,1.93614,0.21771,0.699,0.49006,158
36,61,B25/S02345,,,active,0.1429093,0.98988,0.00546,0.0,0.98071,0.76183,0.15664,0.80106,0.3668,0.92389,0.52643,159
263,240,B0128/S4567,,,active,0.14159605,0.96304,0.01352,0.23815,0.95326,0.88568,0.12812,1.88605,0.58411,0.15056,0.85368,160
107,434,B01356/S14578,,,chaotic,0.14159472,0.94944,0.01371,0.31853,0.94902,0.52481,0.15934,1.95242,0.18607,0.78825,0.49445,161
387,373,B0178/S024568,,,active,0.14141676,0.94999,0.01532,0.3275,0.93994,0.72366,0.1571,1.89181,0.14393,0.99686,0.521,162
99,171,B0156/S01357,,,active,0.14108753,0.95598,0.014,0.31906,0.95416,0.63647,0.15954,1.92143,0.1914,0.7795,0.49216,163
359,346,B012568/S13468,,,active,0.1407203,0.98745,0.00553,0.0,0.98747,0.53958,0.16121,0.95781,0.35309,0.88019,0.47273,164
188,216,B23457/S3467,,,chaotic,0.1404027,0.9043,0.01635,0.0,0.90402,0.54333,0.1561,1.86212,0.15715,0.90026,0.53294,165
35,319,B015/S0123458,,,active,0.13983244,0.98849,0.00509,0.01862,0.96785,0.82092,0.14757,0.87687,0.47829,0.52421,0.63602,166
402,215,B1478/S012467,,,active,0.13908758,0.98821,0.00566,0.0,0.98875,0.61254,0.16133,0.91634,0.34982,0.9206,0.47132,167
371,310,B014568/S12458,,,chaotic,0.13855944,0.9758,0.0096,0.06342,0.96894,0.44347,0.15997,1.63639,0.74567,0.23312,0.48711,168
178,163,B1457/S0157,,,chaotic,0.13730414,0.94171,0.01314,0.23305,0.94136,0.44743,0.15907,1.97823,0.55049,0.25333,0.4977,169
